time,x,y,yaw,vx,vy,r,delta,Fx,Delta_delta,target_x,target_y,target_yaw,cost,alpha_f,alpha_r,runtime,vx_goal,r_goal
0,0.4,0.0,1.5707963267948966,0.0,0.0,0.0,0.0,4.999999999987492,-0.6979999999986004,0.4,0.0,1.5707963267948966,129.59899723006717,-0.05583999999988803,0.0,0.007214546203613281,2.5,6.25
0.08,0.4,0.0,1.5707963267948966,0.17021276595702098,0.0,0.0,-0.05583999999988803,4.99999999999416,0.6979999999995732,0.39998720006826655,0.003199965866775893,1.5787963267948966,125.1980272581288,-0.028107028270598054,-0.00010075919060178406,0.007097721099853516,2.5,6.25
0.16,0.4,0.013617021276561676,1.5707963267948966,0.3346436958069618,0.005260148596873672,0.03647703914593848,7.781969513231957e-14,4.999999999981625,0.6979999999985135,0.3999488010922574,0.006399726936828567,1.5867963267948966,120.0805952284113,0.0013287656323178881,-0.0009290444018586042,0.0066070556640625,2.5,6.25
0.24,0.3995791881122501,0.04038851694111862,1.5737144899265716,0.4934651034476631,0.015214404571940045,0.10298683311117693,0.0558399999999589,4.999999999997269,0.6979999999997849,0.39988480552949385,0.009599078426541716,1.5947963267948966,114.39627755182619,0.03173661783304518,-0.0023929514993386853,0.0071258544921875,2.5,6.25
0.32,0.3982468401586992,0.07986200528537385,1.5819534365754657,0.64688562785525,0.029577721564966856,0.1956292062899242,0.11167999999994169,4.9999999999764055,0.6979999999986513,0.3997952174756702,0.012797815578512048,1.6027963267948966,108.28371985408715,0.06302063448334097,-0.004381791936430154,0.0067996978759765625,2.5,6.25
0.4,0.3953033917683762,0.13158323494265192,1.5976037730786596,0.7951143161622167,0.048033907373544696,0.31092866817695197,0.1675199999998338,5.0,0.698,0.39968004266439117,0.015995733674653668,1.6107963267948966,101.8691254372564,0.09518292261845945,-0.0067914786879235065,0.008153438568115234,2.5,6.25
0.48,0.38975706534187815,0.19506652461893037,1.6224780665328158,0.9383616410251372,0.07024492036627018,0.445784193864052,0.2233599999998338,4.999999999920605,0.6979999999972138,0.39953928846680553,0.01919262804929997,1.6187963267948966,95.26548754410364,0.12824499998809183,-0.009527371490384384,0.006872892379760742,2.5,6.25
0.56,0.38026700892763987,0.2697449224702257,1.65814080204194,1.0768398270829127,0.09586018782668324,0.5974345639833794,0.2791999999996109,4.9999999999675735,0.6979999999990225,0.3993729638911338,0.022388294102302194,1.6267963267948966,88.57248354601326,0.16222882126214166,-0.012504187710546417,0.00923609733581543,2.5,6.25
0.64,0.36511251125402366,0.3548947293319794,1.7059355671606102,1.2107624997630515,0.12452430985970606,0.7634276883800079,0.3350399999995327,5.0,0.698,0.39918107958209204,0.025582527312123717,1.6347963267948966,81.87685672700471,0.197151355534542,-0.01564531812249831,0.008069515228271484,2.5,6.25
0.72,0.34219147745481954,0.4495304512919148,1.767009782231011,1.3403438478911898,0.1558831227332227,0.941592027353131,0.3908799999995327,4.99999999999439,0.6979999999998431,0.3989636478202105,0.028775123248929415,1.6427963267948966,75.25313007975592,0.23302327182653473,-0.01888202725048399,0.007894277572631836,2.5,6.25
