time,x,y,yaw,vx,vy,r,vx_cmd,delta,target_x,target_y,target_yaw,cost,alpha_f,alpha_r,runtime,vx_goal,r_goal
0,1.5,0.0,1.5707963267948966,0.0,0.0,0.0,0.1,0.0,1.5,0.0,1.5707963267948966,20.542902002186253,0.0,0.0,0.030382633209228516,2.5,1.6666666666666667
0.02,1.5,0.0,1.5707963267948966,0.11372973478599224,0.0,0.0,0.1270037809044371,0.14755790237576766,1.499997000001,0.0029999980000004,1.5727963267948966,17.895893783322126,0.4373820995228059,0.05887045855750392,0.04416227340698242,2.5,1.6666666666666667
0.04,1.5,0.002274594695719845,1.5707963267948966,0.18528654754454146,0.07324221989389929,0.43496438508634305,0.19701223316846897,-0.698,1.499988000016,0.0059999840000128,1.5747963267948966,20.94730972577276,0.8369033715600348,-0.39164384379376543,0.011264562606811523,2.5,1.6666666666666667
0.06,1.498535155602122,0.005980325646610675,1.5794956144966235,0.2578171956372478,-0.027018407912782802,0.5545391815968241,0.2942009977063746,0.5188013150378132,1.4999730000809999,0.0089999460000972,1.5767963267948966,15.676194125330088,-0.11694222531652876,-0.015903222313430075,0.044769287109375,2.5,1.6666666666666667
0.08,1.4990306473602064,0.011141175209485866,1.59058639812856,0.2961410340633753,0.06808176129260748,0.5080384915704261,0.3537880218583278,0.698,1.4999520002559996,0.0119998720004096,1.5787963267948966,13.273827088742722,-0.24052690711304314,0.044374800209897716,0.036774635314941406,2.5,1.6666666666666667
0.1,1.4975520733728682,0.0170358910020155,1.6007471679599685,0.3991438993024737,0.11739358034838165,0.6956310353256433,0.451552950048611,0.6056887799458842,1.499925000624998,0.01499975000125,1.5807963267948966,11.163294759525172,-0.08582671009837639,-0.09322764528052557,0.04701972007751465,2.5,1.6666666666666667
0.12,1.494966196604125,0.02494487850736863,1.6146597886664813,0.4986850364366476,0.13850200690038397,1.2920742580994298,0.6256698243411298,0.6979999999999145,1.4998920012959938,0.01799956800311039,1.5827963267948966,9.89002248247881,-0.16311444438625455,0.020227572787288647,0.028795957565307617,2.5,1.6666666666666667
0.14,1.491761480052755,0.03478752146634449,1.6405012738284699,0.58835465524615,0.1996143168559442,1.3101040400729613,0.6899913786594314,0.6979999999998885,1.4998530024009844,0.02099931400672277,1.5847963267948966,8.788410286357767,-0.16247665176355264,-0.03260064613576057,0.029539108276367188,2.5,1.6666666666666667
0.16,1.4869593280611606,0.046247982477451266,1.666703354629929,0.701476164815044,0.2219286603227096,1.708579994281457,0.35322053265083453,0.698,1.4998080040959652,0.023998976013107125,1.5867963267948966,9.8167361545996,-0.13195968020076276,-0.047337822870122725,0.023323774337768555,2.5,1.6666666666666667
0.18,1.4811976844641876,0.0597879942607535,1.7008749545155581,0.681353994099637,0.2270798665851918,1.8101465318297918,0.8316125679715052,-0.698,1.4997570065609291,0.026998542023619412,1.5887963267948966,7.8459592546234,1.0986942552054932,-0.022129592968781003,0.03731393814086914,2.5,1.6666666666666667
0.2,1.4749268586826207,0.07271084829733483,1.737077885152154,0.7895051146593958,0.17872341454884677,1.3693306391055307,0.9417595045266136,0.6979999999999997,1.4997000099998665,0.029998000039999625,1.5907963267948966,6.813694601747254,-0.290227795928234,-0.006910501999494862,0.03616738319396973,2.5,1.6666666666666667
0.22,1.468788172793685,0.08769152550330644,1.7644644979342645,0.896168171650058,0.21308910371853018,1.5304451022079468,0.4390346885664435,0.698,1.4996370146407638,0.032997338064419665,1.5927963267948966,7.703755059643423,-0.2589041421448084,-0.030029804037718915,0.018001794815063477,2.5,1.6666666666666667
0.24,1.46115653880825,0.10445958758314212,1.7950733999784234,0.8821203234429469,0.2192574517387954,1.715210202616686,1.049326607487666,0.698,1.4995680207356017,0.03599654409953143,1.5947963267948966,6.181924987164477,-0.2641765530663061,-0.014545577147334093,0.030384540557861328,2.5,1.6666666666666667
0.26,1.4529575157982777,0.1206848783278893,1.8293776040307572,0.9901765130166311,0.24935957050479624,1.8408938804736725,0.47184684489799056,-0.6979999999999991,1.4994930285603565,0.038995606148514814,1.5967963267948966,6.309124283568844,1.0343958688227277,-0.053485216225937784,0.024021625518798828,2.5,1.6666666666666667
0.28,1.4430721839401832,0.13855474410769258,1.8661954816402306,0.9899229965552223,0.1695387381964314,1.5531513733138618,1.1990419708203424,0.6979999999999993,1.499412038414996,0.04199451221512559,1.5987963267948966,5.480045614929515,-0.3528593024423833,-0.021603311082707664,0.021351099014282227,2.5,1.6666666666666667
0.3,1.4340645150526188,0.1565085256134157,1.897258509106508,1.0920472960626377,0.20845164841945668,1.6195362694451225,1.2592053657525353,0.6979999999999998,1.4993250506234812,0.04499325030374349,1.6007963267948966,5.40962179422979,-0.3506579396515378,-0.0170865583584985,0.021148681640625,2.5,1.6666666666666667
0.32,1.4231114165187437,0.1758589102900527,1.9296492344954104,1.2003361429247754,0.23318679892478278,1.7706477431901062,0.5690268890653487,-0.698,1.4992320655337632,0.047991808419420176,1.6027963267948966,4.644965485034302,0.9560314631341037,-0.05360456949641802,0.026880264282226562,2.5,1.6666666666666667
0.34,1.4103135874562047,0.19669850594274607,1.9650621893592124,1.1989730093385633,0.1479446618970897,1.4815516752239604,1.4505372531378689,0.6979999999999997,1.4991330835177816,0.05099017456792718,1.6047963267948966,3.696801381698248,-0.42838709430808314,-0.0300674004084556,0.02519083023071289,2.5,1.6666666666666667
0.36,1.3983704624818758,0.2177016325169028,1.9946932228636916,1.3008578286649706,0.18310158821152894,1.550996597520683,1.5453671440279246,0.698,1.4990281049714653,0.053988336755803876,1.6067963267948966,3.0184405440748687,-0.4234154179998451,-0.025924838217620566,0.03813600540161133,2.5,1.6666666666666667
0.38,1.3843312847786955,0.23990983825758197,2.025713154814105,1.408535346749316,0.20504968943419014,1.686026824409292,1.6420670522024396,0.6979999999999998,1.4989171303147273,0.056986282990405555,1.6087963267948966,2.5978815784104796,-0.423525671493744,-0.02762565337212075,0.02064657211303711,2.5,1.6666666666666667
0.4,1.3682695126283702,0.26341359018493904,2.059433691302291,1.5175072966162813,0.21966988519209446,1.825814375205576,2.3330593704976175,-0.698,1.4988001599914669,0.05998400127995125,1.6107963267948966,2.259512738322843,0.8803373443157324,-0.05918839662474554,0.02605724334716797,2.5,1.6666666666666667
0.42,1.3501431984099916,0.28814959702424503,2.095949978806402,1.6108921403177963,0.12335516541873742,1.5271690782861387,1.9554201414651988,0.698,1.498677194469565,0.06298147963357179,1.6127963267948966,1.438414275473321,-0.5090006559250548,-0.047053198066087217,0.022881269454956055,2.5,1.6666666666666667
0.44,1.3318562596224988,0.31478911397954557,2.126493360372125,1.7112475863695114,0.14683500271812353,1.587200939577909,2.04354190460245,0.698,1.4985482342408831,0.06597870606135779,1.6147963267948966,1.1867977995490573,-0.5062304148889419,-0.04172675104704942,0.01865077018737793,2.5,1.6666666666666667
0.46,1.3113065563970818,0.3423151239573606,2.1582373791636833,1.815173795787656,0.16294665527340382,1.666191717417634,0.9446088740915932,0.698,1.4984132798212626,0.06897566857440751,1.6167963267948966,1.2711338142946103,-0.5004285818622024,-0.06383578674343816,0.046108245849609375,2.5,1.6666666666666667
0.48,1.2884733657951053,0.3707265374295093,2.191561213512036,1.8073272852672715,0.15058428222722353,1.8572962827761441,2.4895366601957782,-0.6979999999999972,1.4982723317505207,0.07197235518487488,1.6187963267948966,0.9317423424978444,0.8136054334315739,-0.08361885378276979,0.02963542938232422,2.5,1.6666666666666667
0.5,1.2649986489565765,0.3983775896011912,2.2287071391675592,1.901434377050427,0.05258000365657428,1.4792530589175403,2.4373774382023097,0.698,1.4981253905924494,0.0749687539060175,1.6207963267948966,0.7207302899705054,-0.5764730653790087,-0.07740745305854298,0.019047260284423828,2.5,1.6666666666666667
0.52,1.2409133336618876,0.42782558657825054,2.25829220034591,1.9924852888389568,0.06728094819557484,1.5481780463686465,2.5,0.698,1.4979724569348134,0.07796485275224445,1.6227963267948966,0.5883543205572603,-0.573519516218553,-0.07251865685418422,0.03370928764343262,2.5,1.6666666666666667
0.54,1.2145846104396503,0.4577690011193266,2.289255761273283,2.0863476465013715,0.07847713570686436,1.6055419389213892,1.1598462681946866,0.698,1.4978135313893466,0.08096063973916434,1.6247963267948966,0.46341020095153646,-0.5699136270411418,-0.08886595062283087,0.020397663116455078,2.5,1.6666666666666667
0.56,1.185937274122312,0.4881488001159877,2.321366600051711,2.077690254001992,0.06726800104514048,1.7615263383640614,0.0,-0.698,1.4976486145917516,0.08395610288363323,1.6267963267948966,0.5454694846385144,0.7596536770640804,-0.1201629463056648,0.02468252182006836,2.5,1.6666666666666667
0.58,1.1566113938884337,0.5176194882437531,2.356597126818992,2.066830292088347,-0.039294975679524266,1.4675023503020537,1.129283275132083,0.698,1.497477707201695,0.08695123020380248,1.6287963267948966,0.6081824210440671,-0.6288948984955283,-0.12706809768325786,0.024207592010498047,2.5,1.6666666666666667
0.6,1.1279257242105512,0.547393049933522,2.3859471738250333,2.058513939591226,-0.03693543908150661,1.5777007764486441,1.1899638079793549,0.698,1.4973008099028062,0.08994600971916689,1.6307963267948966,0.6890440485269643,-0.6231275505341898,-0.13373763707835304,0.013992071151733398,2.5,1.6666666666666667
0.62,1.0984673751538696,0.5761635768198223,2.4175011893540064,2.051272973280313,-0.036333507593584426,1.6725727722294825,2.4999999999946887,0.5312403552675165,1.4971179234026744,0.09294042945061236,1.6327963267948966,0.4618839048805446,-0.4486483955289975,-0.11884647916088575,0.011662960052490234,2.5,1.6666666666666667
0.64,1.0682165243934898,0.6038854526969514,2.450952644798596,2.118422766255843,-0.01416505766629379,1.6666256646160087,1.5438390508876607,0.698,1.496929048432845,0.09593447742046393,1.6347963267948966,0.5268084145742011,-0.6106067042611533,-0.11710229991483098,0.018063068389892578,2.5,1.6666666666666667
0.66,1.0357377607324048,0.6310938370155265,2.484285158090916,2.111465526520505,-0.006773062470121886,1.6863543449248215,2.5,0.673572454017552,1.4967341857488177,0.09892814165253375,1.6367963267948966,0.22805040058106157,-0.5832930139455926,-0.10016415004877073,0.03839397430419922,2.5,1.6666666666666667
0.68,1.0023901066367633,0.6570026575973542,2.5180122449894125,2.1894562021703323,0.013133169272488136,1.6274048211695336,1.5036579392510407,0.698,1.4965333361300432,0.10192141017216885,1.6387963267948966,0.3757303766178832,-0.6040078543066001,-0.10546676607959349,0.018897294998168945,2.5,1.6666666666666667
0.7000000000000001,0.9666890255030092,0.6823598889608926,2.5505603414128033,2.179480684904846,0.012454800258460996,1.697191944799072,2.4999999999999996,0.2726951789645467,1.4963265003799193,0.10491427100629916,1.6407963267948966,0.12175272628732088,-0.162061074863869,-0.08549608028751901,0.04983687400817871,2.5,1.6666666666666667
0.72,0.9303548958663762,0.70644198801221,2.5845041803087847,2.238913558874389,0.05375373391831255,1.7144041797305631,2.5,0.34811147716748686,1.4961136793257892,0.1079067121834853,1.6427963267948966,0.06160044965945055,-0.22903085747508725,-0.06601036966958715,0.07738947868347168,2.5,1.6666666666666667
0.74,0.8917787748268062,0.7292045063427713,2.618792263903396,2.303227940430754,0.08626221995925859,1.6647149658298543,2.5,0.698,1.4958948738189366,0.11089872173396662,1.6447963267948966,0.06477842178741858,-0.5795979201276453,-0.048071471071270994,0.04628729820251465,2.5,1.6666666666666667
0.76,0.8510058917012762,0.75071013463169,2.652086563219993,2.3840921193206666,0.10736272470691972,1.5498178536693321,0.0,0.698,1.4956700847345834,0.11389028768970888,1.6467963267948966,0.1217693857067544,-0.5854565292382542,-0.07392953498567846,0.006535530090332031,2.5,1.6666666666666667
0.78,0.8079139393793833,0.7712345698325201,2.6830829202933795,2.368575181722469,0.07161980545828275,1.7242266027491804,1.2731220076316656,0.1977467965484878,1.4954393129718853,0.11688139808445222,1.6487963267948966,0.07637857966666806,-0.10252715619261892,-0.09751691884037825,0.04320359230041504,2.5,1.6666666666666667
