time,x,y,yaw,vx,vy,r,delta,Fx,Delta_delta,target_x,target_y,target_yaw,cost,alpha_f,alpha_r,runtime,vx_goal,r_goal
0,1.5,0.0,1.5707963267948966,0.0,0.0,0.0,0.0,4.9999999999997025,-0.6979999999999873,1.5,0.0,1.5707963267948966,20.632425078242502,-0.06979999999999874,0.0,0.006360769271850586,2.5,1.6666666666666667
0.1,1.5,0.0,1.5707963267948966,0.21276595744679586,0.0,0.0,-0.06979999999999874,4.999999999999599,0.6979999999999511,1.499925000624998,0.01499975000125,1.5807963267948966,17.149206475108894,-0.03459728491260231,-0.00012346813430215943,0.007336139678955078,2.5,1.6666666666666667
0.2,1.5,0.021276595744679588,1.5707963267948966,0.42465111264453476,0.008217277551954906,0.0569852503565112,-3.622102617839573e-15,4.999999999999898,0.6979999999999743,1.4997000099998665,0.029998000039999625,1.5907963267948966,13.603190833913416,0.002319330172363007,-7.549327670712733e-05,0.007456779479980469,2.5,1.6666666666666667
0.30000000000000004,1.4991782722448046,0.06374170700913306,1.5764948518305477,0.6356123853981783,0.023970051225821742,0.16696026496399527,0.06979999999999381,5.0,0.698,1.4993250506234812,0.0449932503037435,1.6007963267948966,10.14723682302484,0.040202529436893425,0.0002635557422611542,0.007245302200317383,2.5,1.6666666666666667
0.4,1.496419102692523,0.12728825421395823,1.5931908783269473,0.845694445507824,0.04692052967370372,0.32902999236583186,0.1395999999999938,5.0,0.698,1.4988001599914669,0.05998400127995125,1.6107963267948966,6.977739515849709,0.07908718783009047,0.001074286117009951,0.008463621139526367,2.5,1.6666666666666667
0.5,1.4898344897607254,0.21173142554956637,1.6260938775635305,1.0549673545801035,0.07657939360769216,0.5423836601522027,0.2093999999999938,5.0,0.6979999999999991,1.4981253905924494,0.0749687539060175,1.6207963267948966,4.333048096127985,0.11913081423050248,0.002545693693087914,0.0069293975830078125,2.5,1.6666666666666667
0.6000000000000001,1.4763575172462546,0.31664365762664515,1.6803322435787509,1.2635345350430716,0.11230768619776206,0.8062832568609006,0.27919999999999373,4.9999999999999964,0.6979999999999998,1.4973008099028062,0.08994600971916691,1.6307963267948966,2.440142722556044,0.16051460941869994,0.004867053210357602,0.011461496353149414,2.5,1.6666666666666667
0.7000000000000001,1.4513814735008892,0.4410121528940787,1.760960569264841,1.471538934847583,0.1533213372435251,1.120068761119371,0.3489999999999937,4.999999999999997,0.698,1.4963265003799193,0.10491427100629916,1.6407963267948966,1.2487603103168987,0.20341788757885498,0.008225784964037456,0.01618170738220215,2.5,1.6666666666666667
0.8,1.4085106737145585,0.5826152503811936,1.872967445376778,1.6791666511026024,0.19869512264972225,1.483165117129383,0.41879999999999373,4.999999999999999,0.33157977722562487,1.4952025594539289,0.11987204095375906,1.6507963267948966,0.5814354455385067,0.24079294191526918,0.012806617890531587,0.014693737030029297,2.5,1.6666666666666667
0.9,1.3395704623242624,0.7370110119579301,2.0212839570897163,1.8866476670557135,0.21477798470852955,1.6676499265092812,0.4519579777225562,5.0,0.033425609534038045,1.4939290995179915,0.13481782379701657,1.6607963267948966,0.2052334022858851,0.27072996259539717,0.01794129073674997,0.015700340270996094,2.5,1.6666666666666667
