Corner ID,Radius (meters),Turn Angle (degrees),Center X (meters),Center Y (meters)
1,1.0027044613330696,116.52905585276041,-5.5958968706973735,-5.281636962952516
2,0.802277120154946,146.75687030084916,-3.3668351556275553,-3.4246716650157145
3,0.9768421804803961,118.4287956522503,-3.0466186385070295,-2.9515776633082074
4,0.9479293028279965,120.40761888622343,-2.6717323078083304,-5.24516318007239
5,0.7015590325219835,154.03688609287826,-2.3281272075430657,-4.8961872522490575
6,1.3581806972316801,87.2196722582914,12.34965766158077,-4.67766767335665
