time,x,y,yaw,vx,vy,r,delta,Fx,Delta_delta,target_x,target_y,target_yaw,cost,alpha_f,alpha_r,runtime,vx_goal,r_goal
0,2.4,0.0,1.5707963267948966,0.0,0.0,0.0,0.0,4.999999999999984,-0.698,2.4,0.0,1.5707963267948966,28.556615393027833,-0.0698,0.0,0.2686622142791748,2.5,1.0416666666666667
0.1,2.4,0.0,1.5707963267948966,0.21276595744680785,0.0,0.0,-0.0698,4.999999999999979,0.697999999999995,2.3998800009999965,0.023999600001999997,1.5807963267948966,22.240106589959186,-0.03527359242816199,-0.00012588367257556312,0.31523871421813965,2.5,1.0416666666666667
0.2,2.4,0.021276595744680785,1.5707963267948966,0.4165026291678765,0.00821727755195585,0.056985250356517775,-5.134781488891349e-16,5.0,0.698,2.3995200159997867,0.0479968000639994,1.5907963267948966,16.929552724280928,0.0016188504477467336,-0.001392518795214275,0.24431538581848145,2.5,1.0416666666666667
0.30000000000000004,2.3991782722448045,0.06292685866146844,1.5764948518305484,0.6115474117979744,0.02365883777043918,0.15917955021568106,0.06979999999999949,4.999999999999992,0.6979999999999996,2.39892008099757,0.0719892004859896,1.6007963267948966,12.584535611323304,0.04003013085549452,-0.0035852702402936545,0.3464369773864746,2.5,1.0416666666666667
0.4,2.3964639369439924,0.12406712492429443,1.5924128068521164,0.798309481669248,0.045728607189389,0.2991795065509256,0.13959999999999945,4.999999999999999,0.698,2.398080255986347,0.095974402047922,1.6107963267948966,9.137473454896908,0.0798794011030618,-0.006489342088640053,0.40682077407836914,2.5,1.0416666666666667
0.5,2.3901666148591594,0.2037805809712187,1.622330757507209,0.9772015671205079,0.0737660299289412,0.47057890601264013,0.20939999999999945,4.999999999999999,0.6979999999999994,2.397000624947919,0.11995000624962798,1.6207963267948966,6.492440859970005,0.12119019388687147,-0.009913053826177002,0.3959054946899414,2.5,1.0416666666666667
0.6000000000000001,2.377766081217846,0.3009910231312727,1.669388648108473,1.1486416171473723,0.10707534685378083,0.6678421809131023,0.2791999999999994,5.0,0.6979999999999998,2.39568129584449,0.14391361555066706,1.6307963267948966,4.526581761500966,0.16399593031798268,-0.013688331972760849,0.4093642234802246,2.5,1.0416666666666667
0.7000000000000001,2.3558041590371426,0.41424340023478695,1.7361728661997833,1.3130518119231183,0.14495036589551114,0.886207105984958,0.34899999999999937,4.999999999999998,0.5465423210603443,2.3941224006078707,0.16786283361007864,1.6407963267948966,3.0934909301212388,0.2054893475415136,-0.017668523271469994,0.4809272289276123,2.5,1.0416666666666667
0.8,2.319890935750016,0.5413708838361202,1.824793576798279,1.470855593293507,0.1761600204325614,1.0480839583258887,0.4036542321060338,5.0,0.2222540257197555,2.3923240951262863,0.1917952655260145,1.6507963267948966,2.0343193498998673,0.24087362460666678,-0.02135401373780914,0.43697309494018555,2.5,1.0416666666666667
0.9,2.265881212265458,0.6793108528818521,1.929601972630868,1.6223320336732647,0.18459888299039634,1.0465544094371038,0.4258796346780093,5.0,0.20260531497554482,2.390286559228786,0.21570851807522654,1.6607963267948966,1.264011617008486,0.2719202852258251,-0.024043816967354057,0.4347100257873535,2.5,1.0416666666666667
1.0,2.1916277133595163,0.8247302382851148,2.0342574135745783,1.7674795059158837,0.19224038793830434,1.045053343625478,0.4461401661755638,5.0,0.18708282895060002,2.388009996667262,0.23960019995238757,1.6707963267948966,0.7274439285518405,0.29965019960223643,-0.0260048415688988,0.39917469024658203,2.5,1.0416666666666667
1.1,2.095417008912806,0.9742391077736539,2.1387627479371263,1.9065547235891935,0.19915141718802304,1.04383434202222,0.4648484490706238,5.0,0.1742569523763445,2.385494635096072,0.2634679220092196,1.6807963267948967,0.37530763995565297,0.32477479330162584,-0.027416280254209394,0.3902132511138916,2.5,1.0416666666666667
1.2000000000000002,1.9760714370575072,1.1242482957876363,2.2431461821393484,2.039805720227622,0.20535790378307095,1.0428531721417391,0.4822741443082582,5.0,0.16375078931551648,2.382740726049279,0.2873092974934065,1.6907963267948967,0.16345960547729407,0.3478106656600965,-0.028402200680111265,0.487001895904541,2.5,1.0416666666666667
1.3,1.8329606184520333,1.2710443653782972,2.3474314993535224,2.167471324901452,0.21091376411384619,1.042268633440052,0.49864922323980987,5.0,0.1546388470066437,2.379748544915491,0.31112194228726764,1.7007963267948967,0.052906055328428674,0.36913924197934356,-0.02905160290656795,0.42607665061950684,2.5,1.0416666666666667
1.4000000000000001,1.6660021930935869,1.4108622819821979,2.4516583626975277,2.2897816621862552,0.21582119738798317,1.0418805748504076,0.5141131079404743,5.0,0.14679534347606554,2.376518390910329,0.3349034751461676,1.7107963267948967,0.008672299003769543,0.389050304101739,-0.029429313211301836,0.4440784454345703,2.5,1.0416666666666667
1.5,1.4756573900311145,1.5399577677451513,2.5558464201825686,2.4069576070033545,0.22010370037556676,1.0416536450046625,0.5287926422880809,4.510347819122269,0.140109651847963,2.3730505870465013,0.3586515179366382,1.7207963267948967,2.482479314620944e-05,0.40665785360480833,-0.029830476163260167,0.4118356704711914,2.5,1.0416666666666667
1.6,1.2629178616200154,1.654678291888508,2.660011784683035,2.498375049998665,0.2238011041626799,1.0416755483718854,0.5428036074728771,2.510949714325741,0.13507215089664942,2.3693454801015044,0.3823636958741904,1.7307963267948967,6.246082755551668e-05,0.41904375340594835,-0.031083515039821423,0.3400561809539795,2.5,1.0416666666666667
