time,x,y,yaw,vx,vy,r,delta,Fx,Delta_delta,target_x,target_y,target_yaw,cost,alpha_f,alpha_r,runtime,vx_goal,r_goal
0,2.0,0.0,1.5707963267948966,0.0,0.0,0.0,0.0,4.999999999999604,-0.6979999999999462,2.0,0.0,1.5707963267948966,26.205627229203547,-0.06979999999999462,0.0,0.04758048057556152,2.5,1.25
0.1,2.0,0.0,1.5707963267948966,0.2127659574467916,0.0,0.0,-0.06979999999999462,4.999999999999964,0.6979999999999961,1.9999000008333305,0.019999666668333332,1.5807963267948966,20.95287893470344,-0.035273592428155205,-0.00012588367257556382,0.05647397041320801,2.5,1.25
0.2,2.0,0.02127659574467916,1.5707963267948966,0.4165026291678604,0.008217277551955235,0.05698525035651351,4.9960036108132044e-15,4.999999999999982,0.6979999999999975,1.9996000133331555,0.03999733338666617,1.5907963267948966,16.264259020444666,0.0016188504477538807,-0.0013925187952142097,0.061347007751464844,2.5,1.25
0.30000000000000004,1.9991782722448044,0.0629268586614652,1.576494851830548,0.6115474117979582,0.023658837770437896,0.15917955021567254,0.06980000000000475,5.0,0.698,1.999100067497975,0.059991000404991335,1.6007963267948966,12.278169089766742,0.040030130855501944,-0.0035852702402935223,0.0679023265838623,2.5,1.25
0.4,1.9964639369439923,0.12406712492428958,1.5924128068521153,0.7983094816692329,0.045728607189387135,0.29917950655091374,0.13960000000000475,4.999999999999999,0.6979999999999998,1.9984002133219558,0.07997866837326834,1.6107963267948966,9.014117070874414,0.07987940110306929,-0.006489342088639865,0.08657121658325195,2.5,1.25
0.5,1.9901666148591597,0.20378058097121232,1.6223307575072066,0.9772015671204934,0.07376602992893881,0.4705789060126254,0.20940000000000475,5.0,0.6979999999999997,1.9975005207899326,0.09995833854135666,1.6207963267948966,6.438683853669741,0.12119019388687893,-0.009913053826176771,0.08375740051269531,2.5,1.25
0.6000000000000001,1.977766081217847,0.3009910231312649,1.6693886481084692,1.1486416171473586,0.10707534685377801,0.6678421809130854,0.2792000000000047,5.0,0.6979999999999998,1.9964010798704084,0.11992801295888922,1.6307963267948966,4.484036262216178,0.16399593031799017,-0.013688331972760584,0.09011316299438477,2.5,1.25
0.7000000000000001,1.9558041590371444,0.4142434002347779,1.7361728661997777,1.3130518119231052,0.14495036589550792,0.8862071059849392,0.3490000000000047,5.0,0.698,1.9951020005065592,0.13988569467506554,1.6407963267948966,3.052136271422293,0.20831932987526164,-0.01766852327146971,0.11264324188232422,2.5,1.25
0.8,1.9198909357500191,0.5413708838361101,1.8247935767982717,1.4708555932934946,0.18669295085045695,1.1215968730236567,0.4188000000000047,5.0,0.48494358944272986,1.9936034126052389,0.15982938793834542,1.6507963267948966,2.019696536924216,0.2502922479355323,-0.021725880907733468,0.11541152000427246,2.5,1.25
0.9,1.8648617133428103,0.6790461867174113,1.9369532641006373,1.6224736466197838,0.21502845676844612,1.2546987743398694,0.46729435894427773,4.999999999999999,0.24237807703369998,1.9919054660239885,0.1797570983960221,1.6607963267948966,1.2577520430633555,0.28691117003228594,-0.02526187320994052,0.12630486488342285,2.5,1.25
