Corner ID,Radius (meters),Turn Angle (degrees),Center X (meters),Center Y (meters)
1,1.1834316313059066,97.38227846671697,35.02447978932434,35.17474985024138
2,0.4539482579309027,104.3244669955513,39.6183232297037,44.093706877662264
3,1.0124972138703918,112.20523824652064,50.71219951213648,-23.857240315038954
4,1.3242764239819713,90.55341536480064,50.76393996445205,28.435855081184854
5,1.0021976244487747,114.36244047661737,135.12010618085645,81.78278326511725
