Corner ID,Radius (meters),Turn Angle (degrees),Center X (meters),Center Y (meters)
1,0.6426376503079215,146.84064348191671,-9.883585543681598,10.549353129027573
2,9.829623868000581,119.1687133210949,-7.402179003141862,5.13601328561902
3,0.7751737772265349,141.88909249524653,-5.3668135533893695,0.7308448397216317
4,0.8978946625592126,123.7781094096065,1.420044638344292,13.291081470378
5,0.9012416990662615,127.32445550973966,3.4356202396087,7.499396165561537
6,1.0488891426232363,111.03581804272315,8.46164243673927,-1.0209268683922614
